Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1675628561.2975595,188,73361,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202241.000,19,T
1675628562.2965906,189,73362,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202242.000,19,T
1675628563.308158,190,73363,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202243.000,19,T
1675628564.2988102,191,73364,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202244.000,19,T
1675628565.297186,192,73365,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202245.000,19,T
1675628566.3061607,193,73366,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202246.000,19,T
1675628567.3003967,194,73367,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202247.000,19,T
1675628568.306867,195,73368,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202248.000,19,T
1675628569.30876,196,73369,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202249.000,19,T
1675628570.3061883,197,73370,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202250.000,19,T
1675628571.307506,198,73371,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202251.000,19,T
1675628572.30618,199,73372,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202252.000,19,T
1675628573.307258,200,73373,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202253.000,19,T
1675628574.3051684,201,73374,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202254.000,19,T
1675628575.298537,202,73375,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202255.000,19,T
1675628576.2971408,203,73376,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202256.000,19,T
1675628577.2970078,204,73377,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202257.000,19,T
1675628578.2952619,205,73378,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202258.000,19,T
1675628579.3042681,206,73379,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202259.000,19,T
1675628580.297866,207,73380,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202300.000,19,T
1675628581.2877195,208,73381,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202301.000,19,T
1675628582.3066947,209,73382,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202302.000,19,T
1675628583.2851133,210,73383,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202303.000,19,T
1675628584.3108256,211,73384,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202304.000,19,T
1675628585.3118184,212,73385,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202305.000,19,T
1675628586.3133934,213,73386,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202306.000,19,T
1675628587.3112686,214,73387,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202307.000,19,T
1675628588.312484,215,73388,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202308.000,19,T
1675628589.311776,216,73389,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202309.000,19,T
1675628590.3281722,217,73390,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202310.000,19,T
1675628591.3097048,218,73391,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202311.000,19,T
1675628592.3072586,219,73392,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202312.000,19,T
1675628593.3086252,220,73393,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202313.000,19,T
1675628594.3053055,221,73394,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202314.000,19,T
1675628595.306401,222,73395,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202315.000,19,T
1675628596.29735,223,73396,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202316.000,19,T
1675628597.3071952,224,73397,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202317.000,19,T
1675628598.3068535,225,73398,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202318.000,19,T
1675628599.2998555,226,73399,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202319.000,19,T
1675628600.3075116,227,73400,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202320.000,19,T
1675628601.3069832,228,73401,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202321.000,19,T
1675628602.3060582,229,73402,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202322.000,19,T
1675628603.28796,230,73403,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202323.000,19,T
1675628604.2876163,231,73404,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202324.000,19,T
1675628605.2882433,232,73405,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202325.000,19,T
1675628606.2978067,233,73406,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202326.000,19,T
1675628607.2881973,234,73407,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202327.000,19,T
1675628608.2881122,235,73408,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202328.000,19,T
1675628609.2968981,236,73409,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202329.000,19,T
1675628610.2875385,237,73410,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202330.000,19,T
1675628611.29238,238,73411,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202331.000,19,T
1675628612.3064723,239,73412,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202332.000,19,T
1675628613.306142,240,73413,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202333.000,19,T
1675628614.312353,241,73414,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202334.000,19,T
1675628615.311948,242,73415,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202335.000,19,T
1675628616.3107665,243,73416,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202336.000,19,T
1675628617.3093436,244,73417,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202337.000,19,T
1675628618.3072774,245,73418,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202338.000,19,T
1675628619.3119023,246,73419,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202339.000,19,T
1675628620.3085196,247,73420,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202340.000,19,T
1675628621.2887552,248,73421,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202341.000,19,T
1675628622.3110871,249,73422,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202342.000,19,T
1675628623.3086903,250,73423,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202343.000,19,T
1675628624.287865,251,73424,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202344.000,19,T
1675628625.3139517,252,73425,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.25,4689541.5,202345.000,19,T
1675628626.3075101,253,73426,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202346.000,19,T
1675628627.286881,254,73427,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202347.000,19,T
1675628628.3065014,255,73428,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202348.000,19,T
1675628629.3018355,256,73429,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202349.000,19,T
1675628630.3078978,257,73430,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202350.000,19,T
1675628631.307441,258,73431,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202351.000,19,T
1675628632.3077898,259,73432,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202352.000,19,T
1675628633.2997293,260,73433,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202353.000,19,T
1675628634.3085403,261,73434,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202354.000,19,T
1675628635.3092883,262,73435,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202355.000,19,T
1675628636.2986834,263,73436,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202356.000,19,T
1675628637.3071833,264,73437,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202357.000,19,T
1675628638.3050332,265,73438,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202358.000,19,T
1675628639.3056471,266,73439,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202359.000,19,T
1675628640.2980123,267,73440,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202400.000,19,T
1675628641.3158987,268,73441,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202401.000,19,T
1675628642.2969272,269,73442,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202402.000,19,T
1675628643.3073952,270,73443,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202403.000,19,T
1675628644.305937,271,73444,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202404.000,19,T
1675628645.3070798,272,73445,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202405.000,19,T
1675628646.3064096,273,73446,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202406.000,19,T
1675628647.308255,274,73447,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202407.000,19,T
1675628648.3070962,275,73448,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202408.000,19,T
1675628649.3081117,276,73449,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202409.000,19,T
1675628650.3095975,277,73450,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202410.000,19,T
1675628651.3048942,278,73451,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202411.000,19,T
1675628652.3115764,279,73452,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202412.000,19,T
1675628653.310873,280,73453,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202413.000,19,T
1675628654.3113258,281,73454,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202414.000,19,T
1675628655.3061373,282,73455,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202415.000,19,T
1675628656.3061357,283,73456,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202416.000,19,T
1675628657.297112,284,73457,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202417.000,19,T
1675628658.306891,285,73458,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202418.000,19,T
1675628659.29938,286,73459,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202419.000,19,T
1675628660.2982347,287,73460,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202420.000,19,T
1675628661.3080552,288,73461,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202421.000,19,T
1675628662.2970624,289,73462,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202422.000,19,T
1675628663.3077343,290,73463,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202423.000,19,T
1675628664.2889032,291,73464,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202424.000,19,T
1675628665.2885864,292,73465,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202425.000,19,T
1675628666.2854528,293,73466,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202426.000,19,T
1675628667.307438,294,73467,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202427.000,19,T
1675628668.306855,295,73468,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202428.000,19,T
1675628669.3054895,296,73469,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202429.000,19,T
1675628670.3052278,297,73470,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202430.000,19,T
1675628671.3055534,298,73471,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202431.000,19,T
1675628672.3054597,299,73472,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202432.000,19,T
1675628673.3080428,300,73473,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202433.000,19,T
1675628674.310212,301,73474,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202434.000,19,T
1675628675.3080282,302,73475,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202435.000,19,T
1675628676.3082485,303,73476,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202436.000,19,T
1675628677.305496,304,73477,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202437.000,19,T
1675628678.308901,305,73478,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202438.000,19,T
1675628679.3111796,306,73479,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202439.000,19,T
1675628680.3126044,307,73480,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202440.000,19,T
1675628681.3095922,308,73481,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202441.000,19,T
1675628682.309711,309,73482,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202442.000,19,T
1675628683.3118026,310,73483,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202443.000,19,T
1675628684.3112662,311,73484,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202444.000,19,T
1675628685.3120735,312,73485,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202445.000,19,T
1675628686.311699,313,73486,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202446.000,19,T
1675628687.314217,314,73487,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202447.000,19,T
1675628688.3133469,315,73488,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202448.000,19,T
1675628689.3131504,316,73489,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202449.000,19,T
1675628690.3090575,317,73490,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202450.000,19,T
1675628691.3103328,318,73491,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202451.000,19,T
1675628692.3302245,319,73492,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202452.000,19,T
1675628693.3098443,320,73493,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202453.000,19,T
1675628694.3091953,321,73494,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202454.000,19,T
1675628695.3133116,322,73495,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202455.000,19,T
1675628696.3118572,323,73496,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202456.000,19,T
1675628697.3059165,324,73497,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202457.000,19,T
1675628698.3103507,325,73498,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202458.000,19,T
1675628699.3124743,326,73499,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202459.000,19,T
1675628700.3116472,327,73500,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202500.000,19,T
1675628701.3114743,328,73501,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202501.000,19,T
1675628702.3130977,329,73502,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202502.000,19,T
1675628703.3122222,330,73503,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202503.000,19,T
1675628704.3099189,331,73504,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202504.000,19,T
1675628705.3102932,332,73505,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202505.000,19,T
1675628706.3106961,333,73506,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202506.000,19,T
1675628707.3127356,334,73507,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202507.000,19,T
1675628708.306116,335,73508,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202508.000,19,T
1675628709.2978282,336,73509,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202509.000,19,T
1675628710.3055103,337,73510,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202510.000,19,T
1675628711.2977374,338,73511,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202511.000,19,T
1675628712.2970386,339,73512,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202512.000,19,T
1675628713.2976217,340,73513,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202513.000,19,T
1675628714.305086,341,73514,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202514.000,19,T
1675628715.3061585,342,73515,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202515.000,19,T
1675628716.3005824,343,73516,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202516.000,19,T
1675628717.3076358,344,73517,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202517.000,19,T
1675628718.297843,345,73518,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202518.000,19,T
1675628719.3055224,346,73519,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202519.000,19,T
1675628720.296289,347,73520,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202520.000,19,T
1675628721.2958038,348,73521,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202521.000,19,T
1675628722.306135,349,73522,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202522.000,19,T
1675628723.3072464,350,73523,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202523.000,19,T
1675628724.2996788,351,73524,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202524.000,19,T
1675628725.3072858,352,73525,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202525.000,19,T
1675628726.2984614,353,73526,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202526.000,19,T
1675628727.2965868,354,73527,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202527.000,19,T
1675628728.3057287,355,73528,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202528.000,19,T
1675628729.3046618,356,73529,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202529.000,19,T
1675628730.3084729,357,73530,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202530.000,19,T
1675628731.3056202,358,73531,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202531.000,19,T
1675628732.305353,359,73532,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202532.000,19,T
1675628733.296401,360,73533,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202533.000,19,T
1675628734.2856276,361,73534,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202534.000,19,T
1675628735.2963915,362,73535,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202535.000,19,T
1675628736.2937508,363,73536,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202536.000,19,T
1675628737.3052356,364,73537,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202537.000,19,T
1675628738.3079646,365,73538,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202538.000,19,T
1675628739.3035052,366,73539,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202539.000,19,T
1675628740.3040912,367,73540,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202540.000,19,T
1675628741.3041594,368,73541,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.399999618530273,1.0,328285.375,4689541.5,202541.000,19,T
1675628742.32195,369,73542,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.300000190734863,1.0,328285.375,4689541.5,202542.000,19,T
1675628743.3039618,370,73543,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.300000190734863,1.0,328285.375,4689541.5,202543.000,19,T
1675628744.3035483,371,73544,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.300000190734863,1.0,328285.375,4689541.5,202544.000,19,T
1675628745.3029127,372,73545,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.300000190734863,1.0,328285.375,4689541.5,202545.000,19,T
1675628746.3035867,373,73546,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.300000190734863,1.0,328285.375,4689541.5,202546.000,19,T
1675628747.3037658,374,73547,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.300000190734863,1.0,328285.375,4689541.5,202547.000,19,T
1675628748.3052251,375,73548,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.300000190734863,1.0,328285.375,4689541.5,202548.000,19,T
1675628749.305334,376,73549,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.300000190734863,1.0,328285.375,4689541.5,202549.000,19,T
1675628750.303486,377,73550,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.300000190734863,1.0,328285.375,4689541.5,202550.000,19,T
1675628751.304344,378,73551,0,GPS1_Frame,42.33919143676758,-71.08447265625,10.300000190734863,1.0,328285.375,4689541.5,202551.000,19,T
